action,record_type,record_uuid,size_bytes,num_endpoints,num_config_rules,num_constraints,num_sub_services,num_sub_slices,time_requested,time_replied,time_notified,exec_time,event_delay
delete,slice,cd1ec95b-61af-469f-91a4-fdf9caa984f3,9615,2,5,3,1,0,1685551451.1166975,1685551453.4764392,1685551453.4727309,2.359741687774658,2.3560333251953125
get,slice,b6d976ba-b9e4-4572-9050-33a39ab33373,9184,2,5,3,1,2,1685551455.9330268,1685551456.0872097,,0.15418291091918945,
get,service,9fb249dd-ed50-424f-baaa-44e906102f3e,9371,2,5,3,,,1685551456.0882487,1685551456.2147367,,0.12648797035217285,
get,service,9fb249dd-ed50-424f-baaa-44e906102f3e,9371,2,5,3,,,1685551647.5005345,1685551647.6353772,,0.1348426342010498,
get,service,9fb249dd-ed50-424f-baaa-44e906102f3e,9371,2,5,3,,,1685551756.5626974,1685551756.6952853,,0.13258790969848633,
create,device,441dc39a-4fb6-4fe7-afdb-b5387ccece11,92387,9,84,,,,1685551456.2650208,1685551459.2976942,1685551459.2760427,3.0326733589172363,3.011021852493286
create,service,1dc9b5c8-2e91-410c-af1e-4b69f4798b42,7643,2,5,3,,,1685551459.3023474,1685551461.6776984,1685551461.6770647,2.3753509521484375,2.3747172355651855
create,slice,0b5528f9-4716-44a2-a7f8-8aade21c819a,9640,2,5,3,0,0,1685551461.7551732,1685551464.1901138,1685551464.1862717,2.4349405765533447,2.431098461151123
delete,link,251c4999-632c-4540-aabb-1f1f1d389f61,741,2,,,,,1685551464.1911597,1685551466.4691703,1685551466.4678392,2.278010606765747,2.276679515838623
create,link,e9250f5c-3238-441f-b34a-51d741457eda,741,2,,,,,1685551466.814294,1685551469.0652487,1685551469.0551445,2.2509546279907227,2.2408504486083984
update,service,041f8439-8b83-4ec1-a095-05c3fde21822,7956,2,5,3,,,1685551469.069817,1685551471.4531906,1685551471.4487004,2.383373498916626,2.3788833618164062
update,link,c1c6862c-53a9-4c2e-b7ed-48c924dbbe75,741,2,,,,,1685551471.453501,1685551473.7077916,1685551473.706688,2.2542905807495117,2.2531869411468506
update,device,7a90dab6-97dc-4399-a013-d1ded9787446,119192,25,99,,,,1685551473.7676573,1685551477.007575,1685551476.9409497,3.239917755126953,3.173292398452759
delete,device,bb8ffa57-2e61-4710-8c9a-83fc3008a56c,41188,7,33,,,,1685551477.0100918,1685551479.5514452,1685551479.538106,2.541353464126587,2.5280141830444336
get,service,0f5073d4-0741-45e8-8337-d99ed4d0ecc1,10369,2,5,3,,,1685551479.5516057,1685551479.6881313,,0.13652563095092773,
create,service,708b1d3a-57d7-41dd-a50b-86139b08abeb,10476,2,5,3,,,1685551479.6934772,1685551482.1460896,1685551482.1338885,2.4526124000549316,2.440411329269409
create,link,fcd32754-70fc-4248-ac3a-93021cd7eeb1,741,2,,,,,1685551482.491718,1685551484.7488306,1685551484.7438219,2.257112503051758,2.252103805541992
delete,service,1dc9b5c8-2e91-410c-af1e-4b69f4798b42,7643,2,5,3,,,1685551484.749331,1685551487.0913365,1685551487.0907423,2.342005491256714,2.3414113521575928
delete,slice,256915b4-c08b-4db0-a87f-692a25b85c96,10346,2,5,3,0,2,1685551489.3390987,1685551491.7245421,1685551491.7234902,2.3854434490203857,2.3843915462493896
update,slice,66b71048-a49f-425b-b03b-82cd89c07e9e,8686,2,5,3,0,2,1685551491.7371907,1685551494.125984,1685551494.1215317,2.3887932300567627,2.38434100151062
create,slice,b1757bb8-9a2d-4269-bbeb-2935606c4685,8733,2,5,3,0,2,1685551494.1316025,1685551496.5297823,1685551496.5182037,2.398179769515991,2.386601209640503
update,device,441dc39a-4fb6-4fe7-afdb-b5387ccece11,22438,24,12,,,,1685551496.5379684,1685551499.0896502,1685551499.0887856,2.5516817569732666,2.5508172512054443
update,device,441dc39a-4fb6-4fe7-afdb-b5387ccece11,32678,28,18,,,,1685551609.00614,1685551611.626333,1685551611.6229386,2.6201930046081543,2.6167986392974854
create,device,18a7bf77-8343-43c8-99c3-3a910d18e5a9,98658,32,82,,,,1685551499.1561973,1685551502.245229,1685551502.184368,3.08903169631958,3.028170585632324
delete,link,539ad2ef-e175-4086-99a0-fa0163f268ad,741,2,,,,,1685551502.2454743,1685551504.5108864,1685551504.5103981,2.2654120922088623,2.2649238109588623
get,slice,b1757bb8-9a2d-4269-bbeb-2935606c4685,8733,2,5,3,0,2,1685551507.0314724,1685551507.2030318,,0.17155933380126953,
delete,device,18a7bf77-8343-43c8-99c3-3a910d18e5a9,98658,32,82,,,,1685551507.2060769,1685551510.118256,1685551510.109215,2.9121792316436768,2.9031381607055664
delete,service,b375fe03-fe5a-4f26-8758-a2d5a4fa9c72,10077,2,5,3,,,1685551510.1188421,1685551512.5648477,1685551512.563364,2.4460055828094482,2.444521903991699
create,device,9f5c62a1-a276-474c-9f37-1a1dde3e46b4,7369,12,3,,,,1685551512.5676408,1685551514.962743,1685551514.9499793,2.3951022624969482,2.382338523864746
update,link,fcd32754-70fc-4248-ac3a-93021cd7eeb1,741,2,,,,,1685551514.965216,1685551517.201697,1685551517.2013958,2.236481189727783,2.236179828643799
update,link,fcd32754-70fc-4248-ac3a-93021cd7eeb1,741,2,,,,,1685551632.1892412,1685551634.4381793,1685551634.4392478,2.2489380836486816,2.250006675720215
update,link,fcd32754-70fc-4248-ac3a-93021cd7eeb1,741,2,,,,,1685551787.4531596,1685551789.7000508,1685551789.6998277,2.2468912601470947,2.2466681003570557
create,slice,c1703a87-7b07-4466-a9ee-bb92542864ad,10454,2,5,3,0,2,1685551517.2102315,1685551519.6742518,1685551519.6702354,2.464020252227783,2.4600038528442383
get,slice,cf38d9ce-7eb4-4074-aa11-a5443d596f72,12834,2,5,3,1,1,1685551519.6743221,1685551519.8157146,,0.14139246940612793,
delete,device,329e4372-2a63-40b9-8648-33a673ab8362,59081,5,51,,,,1685551519.8203554,1685551522.3623474,1685551522.3503513,2.541991949081421,2.529995918273926
delete,slice,cc0e831a-b232-48ae-8cce-92ea8fe7795f,9459,2,5,3,2,1,1685551522.3632205,1685551524.7451215,1685551524.7349424,2.3819010257720947,2.3717219829559326
get,device,9f5c62a1-a276-474c-9f37-1a1dde3e46b4,7369,12,3,,,,1685551524.7483833,1685551524.8827255,,0.13434219360351562,
delete,link,e9b46e15-c039-4ae8-a130-12f6413d4c91,741,2,,,,,1685551524.8841603,1685551527.1227734,1685551527.1151564,2.2386131286621094,2.2309961318969727
create,service,9ea8c268-dd46-4dbe-8f03-bb6a85ad1d05,8485,2,5,3,,,1685551527.1298769,1685551529.5863743,1685551529.5211453,2.4564974308013916,2.391268491744995
get,service,485bc2cb-df52-495a-a0cc-848225b7d205,10330,2,5,3,,,1685551529.5864882,1685551529.716742,,0.13025379180908203,
get,service,485bc2cb-df52-495a-a0cc-848225b7d205,10330,2,5,3,,,1685551575.9945228,1685551576.1275547,,0.13303184509277344,
create,link,134c8aab-0762-45be-952b-0d75b41611ae,741,2,,,,,1685551532.6577914,1685551534.9108157,1685551534.8987253,2.2530243396759033,2.240933895111084
update,slice,9b729fad-649c-4e01-b932-5b8206d94a0e,7937,2,5,3,0,1,1685551537.446667,1685551539.8189833,1685551539.8151608,2.372316360473633,2.3684937953948975
update,slice,9b729fad-649c-4e01-b932-5b8206d94a0e,10456,2,5,3,0,0,1685551665.5487685,1685551668.005505,1685551668.0001786,2.4567365646362305,2.4514100551605225
delete,slice,ad536e1a-4519-4493-a330-8f3a53a15a3b,8762,2,5,3,2,0,1685551539.8196921,1685551542.1843796,1685551542.1840842,2.364687442779541,2.364392042160034
create,device,1174ced1-aa18-4b29-bb34-1c7ae3f494f1,59681,29,44,,,,1685551542.2322102,1685551545.110037,1685551545.1000168,2.8778269290924072,2.8678066730499268
update,service,67c4f4bb-4833-482f-a46f-825748cb69d5,11939,2,5,3,,,1685551545.1192079,1685551547.5961137,1685551547.592878,2.4769058227539062,2.473670244216919
update,link,34c2418f-1f3b-4baf-b418-7572992d4e00,741,2,,,,,1685551547.5964348,1685551549.8433886,1685551549.8430817,2.2469537258148193,2.2466468811035156
create,link,5105fd21-61c4-427e-ac88-6b1043c24a73,741,2,,,,,1685551550.114597,1685551552.366576,1685551552.3570826,2.251978874206543,2.242485523223877
delete,link,0db95318-dc3e-47ff-8022-3c310a253988,741,2,,,,,1685551552.3682983,1685551554.651005,1685551554.6500874,2.2827067375183105,2.2817890644073486
get,slice,ade47eb3-a986-491e-bb68-7393ae428868,9416,2,5,3,2,2,1685551554.651127,1685551554.7810473,,0.12992024421691895,
delete,service,5bcc8f1a-b9f0-4e43-99a0-883013a19b37,10216,2,5,3,,,1685551554.7817748,1685551557.1432428,1685551557.1357858,2.3614680767059326,2.354011058807373
delete,device,2275c9d6-6168-4b3f-8951-ef62ae0548f3,63552,21,48,,,,1685551557.1459448,1685551559.7055426,1685551559.694857,2.5595977306365967,2.5489120483398438
create,service,764f4e02-d3aa-4174-98f4-8ffd04732fee,10295,2,5,3,,,1685551562.2599318,1685551564.7867947,1685551564.7863863,2.526862859725952,2.526454448699951
update,device,665d2a49-404e-4216-9b3a-7047dcdd6fa6,100385,43,78,,,,1685551564.8586714,1685551567.9824412,1685551567.9199846,3.123769760131836,3.0613131523132324
create,slice,bc4180fe-0142-4b5a-baa3-35da62402664,8915,2,5,3,0,0,1685551568.0703304,1685551570.5228522,1685551570.4809544,2.452521800994873,2.4106240272521973
get,service,aad044fa-78f1-4da4-a8e2-8567650ff589,9536,2,5,3,,,1685551570.5229297,1685551570.6651251,,0.142195463180542,
get,service,aad044fa-78f1-4da4-a8e2-8567650ff589,10143,2,5,3,,,1685551733.909156,1685551734.069682,,0.16052579879760742,
delete,device,929e2270-88ae-4296-ba04-f568216737e5,40306,19,30,,,,1685551570.6718035,1685551573.2344115,1685551573.2207475,2.562608003616333,2.5489439964294434
create,slice,47e607d4-673f-4e61-ba48-38cbd207216b,6375,2,5,3,0,0,1685551573.2411842,1685551575.6439104,1685551575.6396008,2.402726173400879,2.398416519165039
get,device,7a90dab6-97dc-4399-a013-d1ded9787446,119192,25,99,,,,1685551575.6440308,1685551575.9924762,,0.34844541549682617,
get,device,7a90dab6-97dc-4399-a013-d1ded9787446,119192,25,99,,,,1685551705.8930728,1685551706.2467399,,0.3536670207977295,
get,device,7a90dab6-97dc-4399-a013-d1ded9787446,119192,25,99,,,,1685551771.4284158,1685551771.7772405,,0.34882473945617676,
update,link,8845bb56-7159-4482-a5ea-4cc28deabca2,741,2,,,,,1685551581.4112277,1685551583.6502829,1685551583.6459482,2.2390551567077637,2.234720468521118
delete,service,0f5073d4-0741-45e8-8337-d99ed4d0ecc1,10369,2,5,3,,,1685551583.6508014,1685551586.0128403,1685551586.0125017,2.3620388507843018,2.3617002964019775
delete,slice,7b657e0d-cbbb-4f2f-8023-eda146380715,10466,2,5,3,1,1,1685551586.013314,1685551588.381968,1685551588.3788764,2.3686540126800537,2.3655624389648438
create,service,81f13553-13c2-4d66-a5dd-00f2910d2fa7,9793,2,5,3,,,1685551588.386944,1685551590.8349524,1685551590.8205628,2.4480082988739014,2.4336187839508057
delete,link,edf1bb76-a88d-4d01-8fd2-4fbfe5b7d4b1,741,2,,,,,1685551590.8368952,1685551593.0768569,1685551593.0718038,2.239961624145508,2.2349085807800293
update,service,d7fa2455-534b-472e-95c5-89ceed522ece,9741,2,5,3,,,1685551593.0836427,1685551595.5312731,1685551595.519375,2.4476304054260254,2.435732364654541
get,link,134c8aab-0762-45be-952b-0d75b41611ae,741,2,,,,,1685551595.5313585,1685551595.605301,,0.07394242286682129,
get,slice,66b71048-a49f-425b-b03b-82cd89c07e9e,8686,2,5,3,0,2,1685551595.6055226,1685551595.7393212,,0.13379859924316406,
get,slice,66b71048-a49f-425b-b03b-82cd89c07e9e,8686,2,5,3,0,2,1685551658.4262476,1685551658.5052984,,0.07905077934265137,
create,link,6e5bf6cb-67a5-408b-b424-181ba8dd8a6c,741,2,,,,,1685551595.7398927,1685551598.008644,1685551597.9978936,2.268751382827759,2.2580008506774902
create,device,582fe515-3bdd-4fb2-b304-efdc43129d89,123846,37,97,,,,1685551598.097416,1685551601.334739,1685551601.3197105,3.237323045730591,3.222294569015503
get,device,520d566f-dba1-4f5d-977f-93f66bf63dcd,93414,29,74,,,,1685551601.3348978,1685551601.7219236,,0.3870258331298828,
create,slice,10d75817-79a2-4c7b-993c-d567b0082343,12118,2,5,3,2,1,1685551601.7340324,1685551604.2488241,1685551604.2384698,2.51479172706604,2.5044374465942383
create,device,f82f6403-e574-46ae-babd-943189c5d9f5,84332,7,74,,,,1685551611.697681,1685551614.6803381,1685551614.6431477,2.9826571941375732,2.9454667568206787
update,slice,2e7867d1-69a7-4ccf-95a9-1a28c6e065c3,8634,2,5,3,1,0,1685551614.6860518,1685551617.1006696,1685551617.0921044,2.4146177768707275,2.406052589416504
create,link,9dd315ce-cddc-491f-8d31-d4d2294fbcfc,741,2,,,,,1685551617.231301,1685551619.4776828,1685551619.477417,2.2463817596435547,2.2461159229278564
create,service,c143c248-62d5-4cb2-9dc3-f9d8aee37336,11318,2,5,3,,,1685551619.4856474,1685551621.99489,1685551621.9457524,2.509242534637451,2.4601049423217773
get,slice,0b5528f9-4716-44a2-a7f8-8aade21c819a,9640,2,5,3,0,0,1685551621.9950056,1685551622.1351752,,0.14016962051391602,
get,slice,0b5528f9-4716-44a2-a7f8-8aade21c819a,9640,2,5,3,0,0,1685551698.6688619,1685551698.7992246,,0.13036274909973145,
delete,link,43898698-7edd-4a04-ab88-45af1295ed15,741,2,,,,,1685551622.2146704,1685551624.484308,1685551624.4894598,2.2696375846862793,2.274789333343506
delete,device,582fe515-3bdd-4fb2-b304-efdc43129d89,123846,37,97,,,,1685551624.4888756,1685551627.4300606,1685551627.3869514,2.9411849975585938,2.898075819015503
delete,service,d7fa2455-534b-472e-95c5-89ceed522ece,9741,2,5,3,,,1685551627.4322464,1685551629.815754,1685551629.812858,2.383507490158081,2.3806116580963135
delete,slice,ade47eb3-a986-491e-bb68-7393ae428868,9416,2,5,3,2,2,1685551629.8162563,1685551632.188776,1685551632.184917,2.3725197315216064,2.3686606884002686
delete,link,8f75d465-e88a-43dd-b4ee-47acb3f4a513,741,2,,,,,1685551634.4385657,1685551636.7195318,1685551636.7192643,2.28096604347229,2.280698537826538
create,service,6b149397-a748-4419-9574-cb3511c2647a,11061,2,5,3,,,1685551636.727245,1685551639.1855714,1685551639.1781013,2.4583263397216797,2.4508562088012695
delete,service,c143c248-62d5-4cb2-9dc3-f9d8aee37336,11318,2,5,3,,,1685551641.6394057,1685551644.0306408,1685551644.0303977,2.391235113143921,2.3909919261932373
create,device,009213b0-bd6f-4db8-bc43-ce48051ab004,123154,47,97,,,,1685551644.1042778,1685551647.5004478,1685551647.4948719,3.396169900894165,3.390594005584717
delete,slice,bc4180fe-0142-4b5a-baa3-35da62402664,8915,2,5,3,0,0,1685551647.6362333,1685551649.9817786,1685551649.9900613,2.3455452919006348,2.353827953338623
update,service,aad044fa-78f1-4da4-a8e2-8567650ff589,10143,2,5,3,,,1685551649.989738,1685551652.4398003,1685551652.4388824,2.4500622749328613,2.4491443634033203
delete,device,376c39c4-9d47-40a8-b998-79c9c82ea21e,94419,38,69,,,,1685551655.372267,1685551658.0953927,1685551658.0509965,2.723125696182251,2.67872953414917
get,link,9dd315ce-cddc-491f-8d31-d4d2294fbcfc,741,2,,,,,1685551658.5095925,1685551658.5794559,,0.06986331939697266,
get,link,9dd315ce-cddc-491f-8d31-d4d2294fbcfc,741,2,,,,,1685551670.4140606,1685551670.4835675,,0.06950688362121582,
create,link,1a87dd8a-01bd-49f5-aac5-a4f3060f450f,741,2,,,,,1685551658.579857,1685551660.8306692,1685551660.830423,2.25081205368042,2.250566005706787
create,slice,585e6333-9bbd-48b3-bb20-44aef31870d4,8761,2,5,3,2,1,1685551660.8372355,1685551663.2505548,1685551663.2404203,2.4133193492889404,2.4031848907470703
update,link,d84ff26e-fdbc-44db-bc2a-7e2367eb96b5,741,2,,,,,1685551663.2510135,1685551665.5402713,1685551665.536526,2.289257764816284,2.2855124473571777
update,link,d84ff26e-fdbc-44db-bc2a-7e2367eb96b5,741,2,,,,,1685551701.4071383,1685551703.6475472,1685551703.6496284,2.2404088973999023,2.24249005317688
get,service,9ea8c268-dd46-4dbe-8f03-bb6a85ad1d05,8485,2,5,3,,,1685551668.006506,1685551668.137947,,0.1314411163330078,
delete,link,6e5bf6cb-67a5-408b-b424-181ba8dd8a6c,741,2,,,,,1685551668.1382875,1685551670.41394,1685551670.4136076,2.2756524085998535,2.275320053100586
delete,service,81f13553-13c2-4d66-a5dd-00f2910d2fa7,9793,2,5,3,,,1685551670.4840991,1685551672.8540692,1685551672.849283,2.3699700832366943,2.3651838302612305
delete,slice,659ad2b9-ca89-4f3b-80cb-b2fa70eb32ad,10403,2,5,3,0,2,1685551672.854681,1685551675.2229414,1685551675.214718,2.368260383605957,2.360037088394165
create,device,d4be4dfb-3c9e-4efe-8848-9330211845a3,54047,30,39,,,,1685551675.2583303,1685551678.0907474,1685551678.0749848,2.8324170112609863,2.8166544437408447
create,link,44ab52bc-8122-4120-9028-80ce6b14ad25,741,2,,,,,1685551678.0912683,1685551680.3429492,1685551680.3369262,2.251680850982666,2.2456579208374023
update,service,cb73abe5-84a5-4b3e-a1b7-5e3ace45dc7c,8797,2,5,3,,,1685551680.3494549,1685551682.7618663,1685551682.7532427,2.4124114513397217,2.403787851333618
update,service,cb73abe5-84a5-4b3e-a1b7-5e3ace45dc7c,10272,2,5,3,,,1685551721.6509228,1685551724.1416194,1685551724.1344256,2.490696668624878,2.4835028648376465
delete,device,ae8f46d0-fb10-4b2f-a2c0-52532842b959,64059,3,54,,,,1685551682.7633183,1685551685.3281121,1685551685.3128889,2.564793825149536,2.5495705604553223
get,slice,585e6333-9bbd-48b3-bb20-44aef31870d4,8761,2,5,3,2,1,1685551688.4455097,1685551688.5802143,,0.13470458984375,
create,slice,b0a7ffb1-64b1-450b-b137-3c30ced9b40a,10581,2,5,3,0,2,1685551688.5882866,1685551691.0329685,1685551691.026362,2.4446818828582764,2.438075304031372
create,service,4b2faafb-59d2-4bc3-800d-d33cd1b83e2a,10924,2,5,3,,,1685551691.040513,1685551693.4831407,1685551693.479395,2.4426276683807373,2.4388818740844727
delete,slice,3a0d00fa-b499-4ac7-89a2-c5d46d7f2695,9437,2,5,3,0,2,1685551693.4836872,1685551695.8622184,1685551695.8528845,2.3785312175750732,2.369197368621826
create,device,21fe9d74-5a4f-4bdb-98a7-daba70c8d01b,32817,43,16,,,,1685551695.881357,1685551698.6687891,1685551698.6113045,2.7874321937561035,2.729947566986084
update,slice,585e6333-9bbd-48b3-bb20-44aef31870d4,9963,2,5,3,1,0,1685551698.8048673,1685551701.406489,1685551701.357979,2.601621627807617,2.5531117916107178
update,slice,585e6333-9bbd-48b3-bb20-44aef31870d4,9928,2,5,3,1,2,1685551756.7014713,1685551759.151424,1685551759.1452541,2.4499526023864746,2.4437828063964844
create,link,daf685d6-e25b-406e-98d0-8de5c21145a7,741,2,,,,,1685551703.6483064,1685551705.8911757,1685551705.8866465,2.2428693771362305,2.238340139389038
create,slice,4069957c-06c9-41bb-a978-604e45068545,10776,2,5,3,1,0,1685551706.2549407,1685551708.6988103,1685551708.6878905,2.4438695907592773,2.4329497814178467
delete,link,1d65d3c5-81a1-4780-a313-97609c641a3c,741,2,,,,,1685551708.7706954,1685551711.0563326,1685551711.052283,2.285637140274048,2.281587600708008
delete,device,009213b0-bd6f-4db8-bc43-ce48051ab004,123154,47,97,,,,1685551711.0604467,1685551713.813763,1685551713.7924583,2.7533161640167236,2.732011556625366
create,service,8a2f1713-d0a8-4486-9739-abeba8bd0a5c,8627,2,5,3,,,1685551713.8217707,1685551716.2711382,1685551716.2238693,2.4493675231933594,2.4020986557006836
delete,service,1c96b51c-6854-4198-9911-9044e0362420,8966,2,5,3,,,1685551716.2716923,1685551718.622564,1685551718.620924,2.3508718013763428,2.349231719970703
delete,slice,b0a7ffb1-64b1-450b-b137-3c30ced9b40a,10581,2,5,3,0,2,1685551729.1033537,1685551731.4747972,1685551731.467597,2.371443510055542,2.364243268966675
create,service,a7eeab1f-d2cc-420a-99d0-fea9aa4ee9de,9417,2,5,3,,,1685551731.482912,1685551733.9071982,1685551733.9089582,2.424286127090454,2.426046133041382
delete,service,cb73abe5-84a5-4b3e-a1b7-5e3ace45dc7c,10272,2,5,3,,,1685551734.073082,1685551736.4423096,1685551736.4398165,2.369227647781372,2.366734504699707
delete,link,d84ff26e-fdbc-44db-bc2a-7e2367eb96b5,741,2,,,,,1685551736.4425604,1685551738.712409,1685551738.7183769,2.269848585128784,2.2758164405822754
delete,device,b8a29228-6901-4de5-86d6-4b654ec360d7,87352,10,83,,,,1685551741.3236194,1685551743.998507,1685551743.9933836,2.6748876571655273,2.669764280319214
create,device,d541e7f5-cdcf-4392-aab5-54338af95fbb,49952,15,39,,,,1685551744.0306818,1685551746.772043,1685551746.7568028,2.741361141204834,2.726120948791504
get,link,e9250f5c-3238-441f-b34a-51d741457eda,741,2,,,,,1685551746.7722058,1685551746.848413,,0.07620716094970703,
update,device,d4be4dfb-3c9e-4efe-8848-9330211845a3,22013,4,18,,,,1685551746.864188,1685551749.4715059,1685551749.4145305,2.6073179244995117,2.550342559814453
create,link,c4f89cd2-a828-4703-98c9-bf611338a6d3,741,2,,,,,1685551749.4721024,1685551751.7152708,1685551751.7103086,2.243168354034424,2.238206148147583
create,slice,43ad80b1-4f11-4998-91b6-a95cd5bdca3a,8941,2,5,3,0,2,1685551751.7255235,1685551754.201833,1685551754.1972418,2.4763095378875732,2.4717183113098145
delete,slice,c1703a87-7b07-4466-a9ee-bb92542864ad,10454,2,5,3,0,2,1685551754.2022882,1685551756.5625792,1685551756.5555565,2.360291004180908,2.3532683849334717
get,link,44ab52bc-8122-4120-9028-80ce6b14ad25,741,2,,,,,1685551759.1515555,1685551759.2260861,,0.07453060150146484,
create,slice,36e364e9-1536-4a0f-9aa9-0bd356c44816,10756,2,5,3,2,2,1685551759.2344306,1685551761.689702,1685551761.6747215,2.4552714824676514,2.440290927886963
update,service,485bc2cb-df52-495a-a0cc-848225b7d205,8183,2,5,3,,,1685551761.6930046,1685551764.0977664,1685551764.0801072,2.404761791229248,2.3871026039123535
get,slice,2e7867d1-69a7-4ccf-95a9-1a28c6e065c3,8634,2,5,3,1,0,1685551764.097879,1685551764.2280712,,0.13019227981567383,
delete,service,041f8439-8b83-4ec1-a095-05c3fde21822,7956,2,5,3,,,1685551764.228764,1685551766.573736,1685551766.5655613,2.3449718952178955,2.3367972373962402
delete,device,d541e7f5-cdcf-4392-aab5-54338af95fbb,49952,15,39,,,,1685551766.5752642,1685551769.1734567,1685551769.1125138,2.5981924533843994,2.5372495651245117
create,link,94b13c6f-2149-4246-a175-b7eeb5166ba5,741,2,,,,,1685551769.1765494,1685551771.4283528,1685551771.4281175,2.251803398132324,2.251568078994751
delete,link,e9250f5c-3238-441f-b34a-51d741457eda,741,2,,,,,1685551774.8319976,1685551777.1097817,1685551777.107385,2.2777841091156006,2.2753872871398926
update,link,134c8aab-0762-45be-952b-0d75b41611ae,741,2,,,,,1685551777.1103046,1685551779.3681242,1685551779.3632483,2.257819652557373,2.252943754196167
create,device,47110673-332b-4405-bf9a-abf95b6bd5c8,109475,36,87,,,,1685551779.4361403,1685551782.5730355,1685551782.4890554,3.136895179748535,3.052915096282959
create,service,619a5f82-8ac1-4864-bddb-738a6ce4d3d8,10208,2,5,3,,,1685551782.5815988,1685551785.0320668,1685551785.0227664,2.450468063354492,2.4411675930023193
delete,link,1d1776dc-20d8-4a6e-a768-edba25c7f31d,741,2,,,,,1685551785.032428,1685551787.319211,1685551787.3190014,2.28678297996521,2.2865734100341797
create,slice,4f4951a9-bece-4ff8-9efd-0bc607e97ff7,10720,2,5,3,1,0,1685551789.7083845,1685551792.1994576,1685551792.1600926,2.4910731315612793,2.4517080783843994
get,device,1174ced1-aa18-4b29-bb34-1c7ae3f494f1,59681,29,44,,,,1685551792.1995728,1685551792.5511377,,0.351564884185791,
create,service,c654bff6-da80-4e9b-bbbd-257d2da2727d,8791,2,5,3,,,1685551792.5594754,1685551794.9632277,1685551794.9619675,2.403752326965332,2.402492046356201
get,service,764f4e02-d3aa-4174-98f4-8ffd04732fee,10295,2,5,3,,,1685551794.9633596,1685551795.0931706,,0.12981104850769043,
